gene,expt,time,expression
YBR106W,elu,270,0.63
YBR107C,elu,270,0.11
YBR108W,elu,270,0.21
YBR109C,elu,270,-0.06
YBR110W,elu,270,0.29
YBR111C,elu,270,-0.25
YBR112C,elu,270,0.4
YBR113W,elu,270,-0.06
YBR114W,elu,270,0.22
YBR115C,elu,270,0.3
YBR116C,elu,270,-0.6
YBR117C,elu,270,-0.66
YBR118W,elu,270,0.36
YBR119W,elu,270,-0.52
YBR120C,elu,270,-0.31
YBR121C,elu,270,0.09
YBR122C,elu,270,-0.07
YBR123C,elu,270,0.24
YBR124W,elu,270,0.32
YBR125C,elu,270,0.06
YBR126C,elu,270,-0.05
YBR127C,elu,270,0.24
YBR128C,elu,270,-0.23
YBR129C,elu,270,-0.33
YBR130C,elu,270,0.1
YBR131W,elu,270,0.06
YBR132C,elu,270,0.32
YBR133C,elu,270,0.37
YBR134W,elu,270,0.1
YBR135W,elu,270,0.25
YBR136W,elu,270,-0.21
YBR137W,elu,270,-0.02
YBR138C,elu,270,0.26
YBR139W,elu,270,0.03
YBR140C,elu,270,0.01
YBR141C,elu,270,-0.06
YBR142W,elu,270,0.3
YBR143C,elu,270,0.09
YBR144C,elu,270,-0.15
YBR145W,elu,270,0.13
YBR146W,elu,270,0.38
YBR147W,elu,270,-0.4
YBR148W,elu,270,0.03
YBR149W,elu,270,-0.01
YBR150C,elu,270,-0.01
YBR151W,elu,270,-0.05
YBR152W,elu,270,0.14
YBR153W,elu,270,0.16
YBR154C,elu,270,0.11
YBR155W,elu,270,0.22
YBR156C,elu,270,0.22
YBR157C,elu,270,-0.65
YBR158W,elu,270,-0.28
YBR159W,elu,270,0.13
YBR160W,elu,270,0.47
YBR161W,elu,270,-0.07
YBR162C,elu,270,0.8
YBR162W-A,elu,270,0.01
YBR163W,elu,270,0.1
YBR164C,elu,270,-0.14
YBR165W,elu,270,0.04
YBR166C,elu,270,-0.01
YBR167C,elu,270,-0.4
YBR168W,elu,270,-0.04
YBR169C,elu,270,-0.12
YBR170C,elu,270,-0.02
YBR171W,elu,270,-0.08
YBR172C,elu,270,0.29
YBR173C,elu,270,0.13
YBR174C,elu,270,-0.05
YBR175W,elu,270,0.45
YBR176W,elu,270,0.02
YBR177C,elu,270,0.38
YBR178W,elu,270,-0.15
YBR179C,elu,270,0.3
YBR180W,elu,270,0.05
YBR181C,elu,270,0.51
YBR182C,elu,270,0.13
YBR183W,elu,270,0.44
YBR184W,elu,270,0.07
YBR185C,elu,270,0.18
YBR186W,elu,270,-0.02
YBR187W,elu,270,0.67
YBR188C,elu,270,-0.23
YBR189W,elu,270,0.18
YBR190W,elu,270,0.09
YBR191W,elu,270,0.29
YBR192W,elu,270,-0.12
YBR193C,elu,270,-0.03
YBR194W,elu,270,-0.33
YBR195C,elu,270,0.26
YBR196C,elu,270,0.14
YBR197C,elu,270,0.14
YBR198C,elu,270,0.04
YBR199W,elu,270,0.02
YBR200W,elu,270,0.29
YBR201W,elu,270,-0.08
YBR202W,elu,270,0.87
YBR203W,elu,270,0.22
YBR204C,elu,270,0.21
YBR205W,elu,270,0.33
YBR206W,elu,270,0.43
YBR207W,elu,270,0.33
YBR208C,elu,270,0.07
YBR209W,elu,270,-0.6
YBR210W,elu,270,-0.23
YBR211C,elu,270,0.07
YBR212W,elu,270,0.19
YBR213W,elu,270,0.41
YBR214W,elu,270,-0.39
YBR215W,elu,270,0.25
YBR216C,elu,270,0
YBR217W,elu,270,-0.06
YBR218C,elu,270,0.19
YBR219C,elu,270,0.31
YBR220C,elu,270,-0.01
YBR221C,elu,270,0.54
YBR222C,elu,270,0.86
YBR223C,elu,270,0.22
YBR224W,elu,270,-0.1
YBR225W,elu,270,0.2
YBR226C,elu,270,0.36
YBR227C,elu,270,0.16
YBR228W,elu,270,0.01
YBR229C,elu,270,0.38
YBR230C,elu,270,0.18
YBR231C,elu,270,0.4
YBR232C,elu,270,0.33
YBR233W,elu,270,0.55
YBR234C,elu,270,0.44
YBR235W,elu,270,0.12
YBR236C,elu,270,0.01
YBR237W,elu,270,-0.14
YBR238C,elu,270,0.7
YBR239C,elu,270,-0.53
YBR240C,elu,270,0.2
YBR241C,elu,270,-0.11
YBR242W,elu,270,-1.22
YBR243C,elu,270,0.7
YBR244W,elu,270,-0.17
YBR245C,elu,270,0.14
YBR246W,elu,270,0.25
YBR247C,elu,270,0.47
YBR248C,elu,270,0.2
YBR249C,elu,270,0.47
YBR250W,elu,270,0.11
YBR251W,elu,270,0.15
YBR252W,elu,270,0.13
YBR253W,elu,270,-0.03
YBR254C,elu,270,-0.06
YBR255W,elu,270,0
YBR256C,elu,270,-0.05
YBR257W,elu,270,-0.16
YBR258C,elu,270,-0.07
YBR259W,elu,270,0.13
YBR260C,elu,270,0.21
YBR261C,elu,270,0.16
YBR262C,elu,270,-0.01
YBR263W,elu,270,0.28
YBR264C,elu,270,0.13
YBR265W,elu,270,0.23
YBR266C,elu,270,0.07
YBR267W,elu,270,0.3
YBR268W,elu,270,-0.13
YBR269C,elu,270,0.14
YBR270C,elu,270,-0.23
YBR271W,elu,270,-0.08
YBR272C,elu,270,-0.41
YBR273C,elu,270,-0.32
YBR274W,elu,270,-0.12
YBR275C,elu,270,-0.14
YBR276C,elu,270,0
YBR277C,elu,270,-0.23
YBR278W,elu,270,-0.37
YBR279W,elu,270,0.04
YBR280C,elu,270,-0.35
YBR281C,elu,270,0.35
YBR282W,elu,270,-0.1
YBR283C,elu,270,0.05
YBR284W,elu,270,-0.08
YBR285W,elu,270,-0.57
YBR286W,elu,270,-0.34
YBR287W,elu,270,-0.2
YBR288C,elu,270,-0.08
YBR289W,elu,270,-0.08
YBR290W,elu,270,-0.34
YBR291C,elu,270,0.15
YBR292C,elu,270,-0.3
YBR293W,elu,270,-0.13
YBR294W,elu,270,-0.05
YBR295W,elu,270,0.19
YBR296C,elu,270,-0.38
YBR297W,elu,270,-0.14
YBR298C,elu,270,-0.19
YBR299W,elu,270,-0.04
YBR300C,elu,270,-0.04
YBR301W,elu,270,-0.34
YBR302C,elu,270,-0.37
YCL001W,elu,270,-0.3
YCL002C,elu,270,-0.11
YCL003W,elu,270,-0.11
YCL004W,elu,270,-0.15
YCL005W,elu,270,0.05
YCL006C,elu,270,-0.21
YCL007C,elu,270,0.08
YCL008C,elu,270,-0.09
YCL009C,elu,270,0.25
YCL010C,elu,270,-0.26
YCL011C,elu,270,0.27
YCL012W,elu,270,0.39
YCL013W,elu,270,0.62
YCL014W,elu,270,0.35
YCL016C,elu,270,0.11
YCL017C,elu,270,-0.23
YCL018W,elu,270,0.02
YCL019W,elu,270,-0.13
YCL020W,elu,270,-0.26
YCL021W,elu,270,-0.29
YCL022C,elu,270,-0.05
YCL023C,elu,270,-0.25
YCL024W,elu,270,0.04
YCL025C,elu,270,0.08
YCL026C,elu,270,-0.14
YCL027W,elu,270,-0.04
YCL028W,elu,270,0.05
YCL029C,elu,270,-0.15
YCL030C,elu,270,0.04
YCL031C,elu,270,-0.33
YCL032W,elu,270,0.01
YCL033C,elu,270,-0.39
YCL034W,elu,270,-0.05
YCL035C,elu,270,-0.45
YCL036W,elu,270,0.16
YCL037C,elu,270,0.17
YCL038C,elu,270,0.06
YCL039W,elu,270,0.02
YCL040W,elu,270,-0.38
YCL041C,elu,270,0.06
YCL042W,elu,270,-0.03
YCL043C,elu,270,-0.03
YCL044C,elu,270,-0.03
YCL045C,elu,270,0
YCL046W,elu,270,0.27
YCL047C,elu,270,-0.38
YCL048W,elu,270,0.3
YCL049C,elu,270,-0.08
YCL050C,elu,270,-0.18
YCL051W,elu,270,0.06
YCL052C,elu,270,-0.11
YCL053C,elu,270,-0.02
YCL054W,elu,270,0.25
YCL055W,elu,270,-0.1
YCL056C,elu,270,-0.04
YCL057W,elu,270,0.35
YCL058C,elu,270,-0.03
YCL059C,elu,270,-0.03
YCL060C,elu,270,-0.07
YCL061C,elu,270,-0.03
YCL062W,elu,270,0.46
YCL063W,elu,270,0.02
YCL064C,elu,270,0.38
YCL065W,elu,270,-0.08
YCL066W,elu,270,-0.24
YCL067C,elu,270,-0.5
YCL068C,elu,270,-0.05
YCL069W,elu,270,-0.17
YCL074W,elu,270,-0.2
YCL075W,elu,270,-0.15
YCL076W,elu,270,-0.22
YCLX01W,elu,270,-0.11
YCLX02C,elu,270,0.15
YCLX03C,elu,270,-0.22
YCLX04W,elu,270,-0.07
YCLX05C,elu,270,0.01
YCLX06C,elu,270,-0.11
YCLX07W,elu,270,-0.18
YCLX08C,elu,270,-0.17
YCLX09W,elu,270,0.05
YCLX10C,elu,270,0.07
YCLX11W,elu,270,0.07
YCLX12W,elu,270,0.19
YCR001W,elu,270,0.07
YCR002C,elu,270,-0.1
YCR003W,elu,270,-0.04
YCR004C,elu,270,-0.35
YCR005C,elu,270,0.41
YCR006C,elu,270,-0.02
YCR007C,elu,270,-0.22
YCR008W,elu,270,0.27
YCR009C,elu,270,-0.13
YCR010C,elu,270,0.64
YCR011C,elu,270,0.17
YCR012W,elu,270,0.1
YCR013C,elu,270,-0.08
YCR014C,elu,270,-0.5
YCR015C,elu,270,-0.16
YCR016W,elu,270,-0.09
YCR017C,elu,270,0.07
YCR018C,elu,270,0.15
YCR019W,elu,270,-0.32
YCR020C,elu,270,-0.03
YCR020C-A,elu,270,-0.18
YCR021C,elu,270,-0.37
YCR022C,elu,270,-0.18
YCR023C,elu,270,0.11
YCR024C,elu,270,0.33
YCR024C-A,elu,270,0.42
YCR025C,elu,270,-0.12
YCR026C,elu,270,-0.09
YCR027C,elu,270,0.03
YCR028C,elu,270,0.24
YCR029C,elu,270,0.03
YCR029C-A,elu,270,0.11
YCR030C,elu,270,-0.15
YCR031C,elu,270,0.14
YCR032W,elu,270,0.2
YCR033W,elu,270,-0.19
YCR034W,elu,270,0.31
YCR035C,elu,270,0.13
YCR036W,elu,270,-0.15
YCR037C,elu,270,0.55
YCR038C,elu,270,-0.24
YCR039C,elu,270,-0.45
YCR040W,elu,270,-0.34
YCR041W,elu,270,-0.06
YCR042C,elu,270,-0.06
YCR043C,elu,270,-0.05
YCR044C,elu,270,0.06
YCR045C,elu,270,-0.16
YCR046C,elu,270,0.3
YCR047C,elu,270,-0.13
YCR048W,elu,270,0.41
YCR049C,elu,270,0.04
YCR050C,elu,270,0.07
YCR051W,elu,270,-0.12
YCR052W,elu,270,0.27
YCR053W,elu,270,0.07
YCR054C,elu,270,-0.02
YCR055C,elu,270,-0.02
YCR056W,elu,270,0.5
YCR057C,elu,270,0.18
YCR058C,elu,270,-0.07
YCR059C,elu,270,0.19
YCR060W,elu,270,-0.01
YCR061W,elu,270,-0.1
YCR062W,elu,270,-0.11
YCR063W,elu,270,0.14
YCR064C,elu,270,-0.1
YCR065W,elu,270,0.32
YCR066W,elu,270,-0.2
YCR067C,elu,270,0.23
YCR068W,elu,270,-0.22
YCR069W,elu,270,0.05
YCR070W,elu,270,0.17
YCR071C,elu,270,-0.06
YCR072C,elu,270,0.24
YCR073C,elu,270,0.23
YCR074C,elu,270,-0.33
YCR075C,elu,270,-0.41
YCR076C,elu,270,-0.21
YCR077C,elu,270,-0.1
YCR079W,elu,270,-0.16
YCR080W,elu,270,-0.19
YCR081W,elu,270,-0.02
YCR082W,elu,270,-0.38
YCR083W,elu,270,-0.15
YCR084C,elu,270,-0.02
YCR085W,elu,270,0.04
YCR086W,elu,270,-0.15
YCR087W,elu,270,0.05
YCR088W,elu,270,0.18
YCR089W,elu,270,0.13
YCR090C,elu,270,-0.24
YCR091W,elu,270,-0.38
YCR092C,elu,270,0.04
YCR093W,elu,270,0.29
YCR094W,elu,270,-0.07
YCR095C,elu,270,-0.34
YCR096C,elu,270,-0.38
YCR097WA,elu,270,-0.29
YCR097WB,elu,270,-0.63
YCR098C,elu,270,-1.27
YCR099C,elu,270,-0.1
YCR100C,elu,270,-0.33
YCR101C,elu,270,-0.16
YCR102C,elu,270,-0.11
YCR103C,elu,270,-0.06
YCR104W,elu,270,-0.2
YCR105W,elu,270,-0.42
YCR106W,elu,270,-0.01
YCR107W,elu,270,-0.18
YCRX01W,elu,270,0.01
YCRX02C,elu,270,-0.24
YCRX03C,elu,270,-0.01
YCRX04W,elu,270,-0.05
YCRX05W,elu,270,-0.01
YCRX06W,elu,270,0.15
YCRX07W,elu,270,0.18
YCRX08W,elu,270,-0.03
YCRX09C,elu,270,-0.13
YCRX10W,elu,270,0.04
YCRX11W,elu,270,0.15
YCRX12W,elu,270,-0.08
YCRX13W,elu,270,-0.05
YCRX14W,elu,270,-0.25
YCRX15W,elu,270,0.13
YCRX16C,elu,270,-0.25
YCRX17W,elu,270,0.25
YCRX18C,elu,270,-0.22
YCRX19W,elu,270,0
YCRX20C,elu,270,0.15
YCRX21C,elu,270,0.31
YDL001W,elu,270,-0.3
YDL002C,elu,270,-0.17
YDL003W,elu,270,-0.01
YDL004W,elu,270,0
YDL005C,elu,270,-0.36
YDL006W,elu,270,-0.17
YDL007W,elu,270,-0.01
YDL008W,elu,270,-0.2
YDL009C,elu,270,-0.23
YDL010W,elu,270,-0.16
YDL011C,elu,270,-0.21
YDL012C,elu,270,0.2
YDL013W,elu,270,-0.06
YDL014W,elu,270,0.24
YDL015C,elu,270,-0.32
YDL016C,elu,270,-0.15
YDL017W,elu,270,-0.48
YDL018C,elu,270,-0.16
YDL019C,elu,270,-0.25
YDL020C,elu,270,-0.09
YDL021W,elu,270,-0.54
YDL022W,elu,270,-0.5
YDL023C,elu,270,-0.62
YDL024C,elu,270,0.11
YDL025C,elu,270,-0.3
YDL026W,elu,270,-0.26
YDL027C,elu,270,-0.48
YDL028C,elu,270,0.06
YDL029W,elu,270,-0.1
YDL030W,elu,270,-0.38
YDL031W,elu,270,0.09
YDL032W,elu,270,0.05
YDL033C,elu,270,0.17
YDL034W,elu,270,-0.14
YDL035C,elu,270,0.19
YDL036C,elu,270,-0.2
YDL037C,elu,270,0.23
YDL038C,elu,270,0.49
YDL039C,elu,270,0.06
YDL040C,elu,270,0.58
YDL041W,elu,270,-0.06
YDL042C,elu,270,0.15
YDL043C,elu,270,0.06
YDL044C,elu,270,-0.02
YDL045C,elu,270,-0.01
YDL045W-A,elu,270,NA
YDL046W,elu,270,0.45
YDL047W,elu,270,0.18
YDL048C,elu,270,-0.11
YDL049C,elu,270,0.16
YDL050C,elu,270,0.2
YDL051W,elu,270,-0.03
YDL052C,elu,270,0.37
YDL053C,elu,270,0.03
YDL054C,elu,270,0.04
YDL055C,elu,270,0.35
YDL056W,elu,270,0
YDL057W,elu,270,-0.38
YDL058W,elu,270,-0.04
YDL059C,elu,270,-0.04
YDL060W,elu,270,0.28
YDL061C,elu,270,0.32
YDL062W,elu,270,0.39
YDL063C,elu,270,0.53
YDL064W,elu,270,0.27
YDL065C,elu,270,0.28
YDL066W,elu,270,0.26
YDL067C,elu,270,0.22
YDL068W,elu,270,-0.02
YDL069C,elu,270,0.13
YDL070W,elu,270,0.31
YDL071C,elu,270,0.18
YDL072C,elu,270,-0.06
YDL073W,elu,270,0.21
YDL074C,elu,270,-0.05
YDL075W,elu,270,0.08
YDL076C,elu,270,-0.24
YDL077C,elu,270,-0.08
YDL078C,elu,270,-0.06
YDL079C,elu,270,-0.15
YDL080C,elu,270,-0.13
YDL081C,elu,270,0.18
YDL082W,elu,270,0.07
YDL083C,elu,270,-0.66
YDL084W,elu,270,0.23
YDL085W,elu,270,-0.5
YDL086W,elu,270,0.19
YDL087C,elu,270,0.08
YDL088C,elu,270,0.26
YDL089W,elu,270,0.04
YDL090C,elu,270,0.18
YDL091C,elu,270,-0.59
YDL092W,elu,270,0.15
YDL093W,elu,270,0.04
YDL094C,elu,270,0.36
YDL095W,elu,270,0.13
YDL096C,elu,270,0.56
YDL097C,elu,270,-0.28
YDL098C,elu,270,-0.16
YDL099W,elu,270,-0.18
YDL100C,elu,270,0.04
YDL101C,elu,270,0.33
YDL102W,elu,270,0.3
YDL103C,elu,270,0.2
YDL104C,elu,270,0.06
YDL105W,elu,270,0.08
YDL106C,elu,270,-0.04
YDL107W,elu,270,-0.28
YDL108W,elu,270,0.07
YDL109C,elu,270,-0.68
YDL110C,elu,270,-0.31
YDL111C,elu,270,-0.09
YDL112W,elu,270,0.13
YDL113C,elu,270,-0.08
YDL114W,elu,270,-0.44
YDL115C,elu,270,-0.39
YDL116W,elu,270,0.18
YDL117W,elu,270,0.17
YDL118W,elu,270,0.15
YDL119C,elu,270,0.06
YDL120W,elu,270,0.19
YDL121C,elu,270,0.24
YDL122W,elu,270,0.24
YDL123W,elu,270,0.25
YDL124W,elu,270,-0.16
YDL125C,elu,270,0.19
YDL126C,elu,270,0.4
YDL127W,elu,270,0.35
YDL128W,elu,270,0.16
YDL129W,elu,270,0.29
YDL130W,elu,270,0.42
YDL131W,elu,270,0.22
YDL132W,elu,270,0.06
YDL133W,elu,270,0.2
YDL134C,elu,270,0.23
YDL134C-A,elu,270,NA
YDL135C,elu,270,0.29
YDL136W,elu,270,0.21
YDL137W,elu,270,0.47
YDL138W,elu,270,-0.06
YDL139C,elu,270,0
YDL140C,elu,270,0.35
YDL141W,elu,270,0.71
YDL142C,elu,270,0.18
YDL143W,elu,270,0.42
YDL144C,elu,270,0.07
YDL145C,elu,270,0.61
YDL146W,elu,270,-0.1
YDL147W,elu,270,-0.1
YDL148C,elu,270,0.36
YDL149W,elu,270,-0.08
YDL150W,elu,270,0.05
YDL151C,elu,270,0.04
YDL152W,elu,270,0.06
YDL153C,elu,270,0.08
YDL154W,elu,270,-0.16
YDL155W,elu,270,-0.07
YDL156W,elu,270,-0.17
YDL157C,elu,270,-0.09
YDL158C,elu,270,0.33
YDL159W,elu,270,-0.33
YDL160C,elu,270,0.07
YDL161W,elu,270,-0.22
YDL162C,elu,270,0.1
YDL163W,elu,270,-0.54
YDL164C,elu,270,0.39
YDL165W,elu,270,0.03
YDL166C,elu,270,0.24
YDL167C,elu,270,0.26
YDL168W,elu,270,-0.02
YDL169C,elu,270,-0.51
YDL170W,elu,270,0.12
YDL171C,elu,270,0.44
YDL172C,elu,270,-0.05
YDL173W,elu,270,-0.21
YDL174C,elu,270,-0.38
YDL175C,elu,270,-0.06
YDL176W,elu,270,0.08
YDL177C,elu,270,-0.35
YDL178W,elu,270,0.2
YDL179W,elu,270,0.15
YDL180W,elu,270,0.02
YDL181W,elu,270,-0.16
YDL182W,elu,270,0.35
YDL183C,elu,270,-0.08
YDL184C,elu,270,0.18
YDL185W,elu,270,0.1
YDL186W,elu,270,-0.16
YDL187C,elu,270,-0.06
YDL188C,elu,270,0.11
YDL189W,elu,270,-0.16
YDL190C,elu,270,0.24
YDL191W,elu,270,-0.2
YDL192W,elu,270,0.3
YDL193W,elu,270,-0.21
YDL194W,elu,270,0.01
YDL195W,elu,270,0.37
YDL196W,elu,270,-0.1
YDL197C,elu,270,-0.07
YDL198C,elu,270,0.43
YDL199C,elu,270,-0.25
YDL200C,elu,270,-0.22
YDL201W,elu,270,0.19
YDL202W,elu,270,0.12
YDL203C,elu,270,-0.17
YDL204W,elu,270,-0.92
YDL205C,elu,270,-0.01
YDL206W,elu,270,-0.12
YDL207W,elu,270,-0.22
YDL208W,elu,270,0.26
YDL209C,elu,270,0.14
YDL210W,elu,270,-0.24
YDL211C,elu,270,0.02
YDL212W,elu,270,0.13
YDL213C,elu,270,-0.08
YDL214C,elu,270,-0.23
YDL215C,elu,270,0.54
YDL216C,elu,270,-0.05
YDL217C,elu,270,0.05
YDL218W,elu,270,-0.16
YDL219W,elu,270,-0.05
YDL220C,elu,270,0.01
YDL221W,elu,270,-0.05
YDL222C,elu,270,-0.77
YDL223C,elu,270,-0.34
YDL224C,elu,270,0.12
YDL225W,elu,270,0.05
YDL226C,elu,270,0.04
YDL227C,elu,270,-0.01
YDL228C,elu,270,0.03
YDL229W,elu,270,0.1
YDL230W,elu,270,0.17
YDL231C,elu,270,0
YDL232W,elu,270,0.17
YDL233W,elu,270,0.09
YDL234C,elu,270,0.05
YDL235C,elu,270,-0.03
YDL236W,elu,270,0.36
YDL237W,elu,270,0.07
YDL238C,elu,270,-0.01
YDL239C,elu,270,0.21
YDL240W,elu,270,0.46
YDL241W,elu,270,-0.1
YDL242W,elu,270,-0.18
YDL243C,elu,270,-0.01
YDL244W,elu,270,0.23
YDL245C,elu,270,NA
YDL246C,elu,270,-0.08
YDL247W,elu,270,0.15
YDL248W,elu,270,-0.29
YDR001C,elu,270,-0.22
YDR002W,elu,270,-0.24
YDR003W,elu,270,-0.22
YDR004W,elu,270,-0.17
YDR005C,elu,270,-0.16
YDR006C,elu,270,0.12
YDR007W,elu,270,0.3
YDR008C,elu,270,0.08
YDR009W,elu,270,0.21
YDR010C,elu,270,0.11
YDR011W,elu,270,0.01
YDR012W,elu,270,0.35
YDR013W,elu,270,-0.36
YDR014W,elu,270,0.06
YDR015C,elu,270,-0.29
YDR016C,elu,270,0.11
YDR017C,elu,270,-0.21
YDR018C,elu,270,-0.15
YDR019C,elu,270,0.38
YDR020C,elu,270,0.15
YDR021W,elu,270,0.04
YDR022C,elu,270,-0.19
YDR023W,elu,270,0.24
YDR024W,elu,270,0.02
YDR025W,elu,270,0.27
YDR026C,elu,270,-0.05
YDR027C,elu,270,0.39
YDR028C,elu,270,0.11
YDR029W,elu,270,-0.08
YDR030C,elu,270,0.3
YDR031W,elu,270,-0.48
YDR032C,elu,270,0.11
YDR033W,elu,270,0.33
YDR034C,elu,270,0.23
YDR035W,elu,270,0
YDR036C,elu,270,0.45
YDR037W,elu,270,0.1
YDR038C,elu,270,0.62
YDR039C,elu,270,0.09
YDR040C,elu,270,0.2
YDR041W,elu,270,-0.14
YDR042C,elu,270,-0.23
YDR043C,elu,270,-0.27
YDR044W,elu,270,0.35
YDR045C,elu,270,-0.22
YDR046C,elu,270,0.57
YDR047W,elu,270,0.22
YDR048C,elu,270,-0.07
YDR049W,elu,270,-0.19
YDR050C,elu,270,0.09
YDR051C,elu,270,0.01
YDR052C,elu,270,-0.06
YDR053W,elu,270,-0.01
YDR054C,elu,270,-0.1
YDR055W,elu,270,-0.06
YDR056C,elu,270,-0.21
YDR057W,elu,270,-0.18
YDR058C,elu,270,-0.1
YDR059C,elu,270,0.02
YDR060W,elu,270,0.56
YDR061W,elu,270,0
YDR062W,elu,270,0.2
YDR063W,elu,270,-0.26
YDR064W,elu,270,0.36
YDR065W,elu,270,-0.1
YDR066C,elu,270,-0.13
YDR067C,elu,270,-0.29
YDR068W,elu,270,-0.06
YDR069C,elu,270,-0.24
YDR070C,elu,270,-1.43
YDR071C,elu,270,-0.42
YDR072C,elu,270,0.11
YDR073W,elu,270,-0.06
YDR074W,elu,270,-0.38
YDR075W,elu,270,0.06
YDR076W,elu,270,-0.03
YDR077W,elu,270,0.04
YDR078C,elu,270,-0.23
YDR079W,elu,270,-0.25
YDR080W,elu,270,0.02
YDR081C,elu,270,-0.1
YDR082W,elu,270,-0.19
YDR083W,elu,270,-0.06
YDR084C,elu,270,0.02
YDR085C,elu,270,-0.22
YDR086C,elu,270,0.05
YDR087C,elu,270,-0.11
YDR088C,elu,270,0
YDR089W,elu,270,-0.17
YDR090C,elu,270,-0.01
YDR091C,elu,270,0.12
YDR092W,elu,270,-0.12
YDR093W,elu,270,0.26
YDR094W,elu,270,0.36
YDR095C,elu,270,0.18
YDR096W,elu,270,-0.03
YDR097C,elu,270,0.25
YDR098C,elu,270,-0.03
YDR099W,elu,270,-0.23
YDR100W,elu,270,0.14
YDR101C,elu,270,-0.02
YDR102C,elu,270,-0.21
YDR103W,elu,270,-0.06
YDR104C,elu,270,0.37
YDR105C,elu,270,0.06
YDR106W,elu,270,-0.07
YDR107C,elu,270,0.1
YDR108W,elu,270,-0.12
YDR109C,elu,270,-0.17
YDR110W,elu,270,0.13
YDR111C,elu,270,-0.05
YDR112W,elu,270,0.05
YDR113C,elu,270,-0.06
YDR114C,elu,270,0.15
YDR115W,elu,270,0.11
YDR116C,elu,270,0.33
YDR117C,elu,270,-0.09
YDR118W,elu,270,-0.16
YDR119W,elu,270,0.05
YDR120C,elu,270,0.19
YDR121W,elu,270,-0.08
YDR122W,elu,270,0.14
YDR123C,elu,270,0.01
YDR124W,elu,270,-0.11
YDR125C,elu,270,-0.18
YDR126W,elu,270,0.26
YDR127W,elu,270,0.14
YDR128W,elu,270,0.01
YDR129C,elu,270,-0.27
YDR130C,elu,270,0.07
YDR131C,elu,270,-0.15
YDR132C,elu,270,0.05
YDR133C,elu,270,0.15
YDR134C,elu,270,0.57
YDR135C,elu,270,0.19
YDR136C,elu,270,0.16
YDR137W,elu,270,-0.11
YDR138W,elu,270,0.12
YDR139C,elu,270,-0.18
YDR140W,elu,270,-0.05
YDR141C,elu,270,0.07
YDR142C,elu,270,0.14
YDR143C,elu,270,0.15
YDR144C,elu,270,0.42
YDR145W,elu,270,0.05
YDR146C,elu,270,0.6
YDR147W,elu,270,0.46
YDR148C,elu,270,-0.01
YDR149C,elu,270,0.17
YDR150W,elu,270,0.51
YDR151C,elu,270,-0.15
YDR152W,elu,270,0.11
YDR153C,elu,270,-0.14
YDR154C,elu,270,0.09
YDR155C,elu,270,0.26
YDR156W,elu,270,0.08
YDR157W,elu,270,0.2
YDR158W,elu,270,0.58
YDR159W,elu,270,0.36
YDR160W,elu,270,0.39
YDR161W,elu,270,0.4
YDR162C,elu,270,-0.02
YDR163W,elu,270,0.21
YDR164C,elu,270,0.05
YDR165W,elu,270,0.15
YDR166C,elu,270,-0.47
YDR167W,elu,270,0.03
YDR168W,elu,270,-0.22
YDR169C,elu,270,0.12
YDR170C,elu,270,0.16
YDR171W,elu,270,-0.45
YDR172W,elu,270,0.18
YDR173C,elu,270,-0.15
YDR174W,elu,270,0.45
YDR175C,elu,270,0.38
YDR176W,elu,270,0.19
YDR177W,elu,270,0.25
YDR178W,elu,270,0.17
YDR179C,elu,270,0.05
YDR179W-A,elu,270,NA
YDR180W,elu,270,0.31
YDR181C,elu,270,0.12
YDR182W,elu,270,0.36
YDR183W,elu,270,-0.02
YDR184C,elu,270,0.22
YDR185C,elu,270,0.17
YDR186C,elu,270,0.25
YDR187C,elu,270,0.45
YDR188W,elu,270,0.39
YDR189W,elu,270,0.42
YDR190C,elu,270,0.13
YDR191W,elu,270,0.12
YDR192C,elu,270,0.16
YDR193W,elu,270,0.12
YDR194C,elu,270,0.34
YDR195W,elu,270,0.02
YDR196C,elu,270,-0.18
YDR197W,elu,270,-0.05
YDR198C,elu,270,0.29
YDR199W,elu,270,0.11
YDR200C,elu,270,0.19
YDR201W,elu,270,-0.45
YDR202C,elu,270,-0.22
YDR203W,elu,270,-0.19
YDR204W,elu,270,-0.07
YDR205W,elu,270,0.12
YDR206W,elu,270,0.21
YDR207C,elu,270,0.15
YDR208W,elu,270,0.23
YDR209C,elu,270,-0.22
YDR210W,elu,270,0.1
YDR211W,elu,270,0.31
YDR212W,elu,270,0.2
YDR213W,elu,270,0.16
YDR214W,elu,270,0.03
YDR215C,elu,270,-0.28
YDR216W,elu,270,-0.08
YDR217C,elu,270,0.38
YDR218C,elu,270,-0.43
YDR219C,elu,270,0.03
YDR220C,elu,270,-0.02
YDR221W,elu,270,0.03
YDR222W,elu,270,0.23
YDR223W,elu,270,-0.33
YDR224C,elu,270,0.64
YDR225W,elu,270,0.47
YDR226W,elu,270,0.41
YDR227W,elu,270,0.32
YDR228C,elu,270,-0.04
YDR229W,elu,270,0.01
YDR230W,elu,270,0.12
YDR231C,elu,270,-0.17
YDR232W,elu,270,0.11
YDR233C,elu,270,-0.13
YDR234W,elu,270,0.43
YDR235W,elu,270,NA
YDR236C,elu,270,NA
YDR237W,elu,270,NA
YDR238C,elu,270,NA
YDR239C,elu,270,NA
YDR240C,elu,270,NA
YDR241W,elu,270,NA
